"TIME","GEO","SEX","INDIC_EM","Value"
"2007","Germany (until 1990 former territory of the FRG)","Females","Youth unemployment ratio 15-24","5.4"
"2007","Estonia","Total","Total population","1 337.5"
"2007","Estonia","Total","Population (15 to 64 years)","909.0"
"2007","Estonia","Total","Active population","687.6"
"2007","Estonia","Total","Growth of active population","0.2"
"2007","Estonia","Total","Activity rate (15 to 64 years)","72.9"
"2007","Estonia","Total","Activity rate (15 to 24 years)","38.3"
"2007","Estonia","Total","Activity rate (20 to 64 years)","80.3"
"2007","Estonia","Total","Activity rate (25 to 54 years)","88.5"
"2007","Estonia","Total","Activity rate (55 to 64 years)","62.2"
"2007","Estonia","Total","Youth unemployment ratio 15-24","3.8"
"2007","Estonia","Males","Total population","614.7"
"2007","Estonia","Males","Population (15 to 64 years)","436.1"
"2007","Estonia","Males","Active population","349.2"
"2007","Estonia","Males","Growth of active population","1.9"
"2007","Estonia","Males","Activity rate (15 to 64 years)","77.5"
"2007","Estonia","Males","Activity rate (15 to 24 years)","44.2"
"2007","Estonia","Males","Activity rate (20 to 64 years)","85.8"
"2007","Estonia","Males","Activity rate (25 to 54 years)","93.6"
"2007","Estonia","Males","Activity rate (55 to 64 years)","63.7"
"2007","Estonia","Males","Youth unemployment ratio 15-24","5.3"
"2007","Estonia","Females","Total population","722.8"
"2007","Estonia","Females","Population (15 to 64 years)","472.9"
"2007","Estonia","Females","Active population","338.6"
"2007","Estonia","Females","Growth of active population","-1.4"
"2007","Estonia","Females","Activity rate (15 to 64 years)","68.7"
"2007","Estonia","Females","Activity rate (15 to 24 years)","32.3"
"2007","Estonia","Females","Activity rate (20 to 64 years)","75.4"
"2007","Estonia","Females","Activity rate (25 to 54 years)","83.7"
"2007","Estonia","Females","Activity rate (55 to 64 years)","61.0"
"2007","Estonia","Females","Youth unemployment ratio 15-24","2.3"
"2007","Ireland","Total","Total population","4 357.0"
"2007","Ireland","Total","Population (15 to 64 years)","2 996.9"
"2007","Ireland","Total","Active population","2 221.5"
"2007","Ireland","Total","Growth of active population","3.6"
"2007","Ireland","Total","Activity rate (15 to 64 years)","72.5"
"2007","Ireland","Total","Activity rate (15 to 24 years)","55.4"
"2007","Ireland","Total","Activity rate (20 to 64 years)","77.1"
"2007","Ireland","Total","Activity rate (25 to 54 years)","81.9"
"2007","Ireland","Total","Activity rate (55 to 64 years)","55.1"
"2007","Ireland","Total","Youth unemployment ratio 15-24","5.0"
"2007","Ireland","Males","Total population","2 179.8"
"2007","Ireland","Males","Population (15 to 64 years)","1 514.5"
"2007","Ireland","Males","Active population","1 271.9"
"2007","Ireland","Males","Growth of active population","2.5"
"2007","Ireland","Males","Activity rate (15 to 64 years)","81.6"
"2007","Ireland","Males","Activity rate (15 to 24 years)","58.8"
"2007","Ireland","Males","Activity rate (20 to 64 years)","86.9"
"2007","Ireland","Males","Activity rate (25 to 54 years)","91.6"
"2007","Ireland","Males","Activity rate (55 to 64 years)","69.6"
"2007","Ireland","Males","Youth unemployment ratio 15-24","5.8"
"2007","Ireland","Females","Total population","2 177.3"
"2007","Ireland","Females","Population (15 to 64 years)","1 482.4"
"2007","Ireland","Females","Active population","949.6"
"2007","Ireland","Females","Growth of active population","5.0"
"2007","Ireland","Females","Activity rate (15 to 64 years)","63.3"
"2007","Ireland","Females","Activity rate (15 to 24 years)","51.9"
"2007","Ireland","Females","Activity rate (20 to 64 years)","67.1"
"2007","Ireland","Females","Activity rate (25 to 54 years)","71.9"
"2007","Ireland","Females","Activity rate (55 to 64 years)","40.4"
"2007","Ireland","Females","Youth unemployment ratio 15-24","4.2"
"2007","Greece","Total","Total population","10 754.4"
"2007","Greece","Total","Population (15 to 64 years)","7 208.0"
"2007","Greece","Total","Active population","4 916.8"
"2007","Greece","Total","Growth of active population","0.6"
"2007","Greece","Total","Activity rate (15 to 64 years)","67.0"
"2007","Greece","Total","Activity rate (15 to 24 years)","31.1"
"2007","Greece","Total","Activity rate (20 to 64 years)","71.9"
"2007","Greece","Total","Activity rate (25 to 54 years)","81.9"
"2007","Greece","Total","Activity rate (55 to 64 years)","43.9"
"2007","Greece","Total","Youth unemployment ratio 15-24","7.1"
"2007","Greece","Males","Total population","5 285.3"
"2007","Greece","Males","Population (15 to 64 years)","3 602.7"
"2007","Greece","Males","Active population","2 911.3"
"2007","Greece","Males","Growth of active population","0.8"
"2007","Greece","Males","Activity rate (15 to 64 years)","79.1"
"2007","Greece","Males","Activity rate (15 to 24 years)","34.7"
"2007","Greece","Males","Activity rate (20 to 64 years)","84.8"
"2007","Greece","Males","Activity rate (25 to 54 years)","94.6"
"2007","Greece","Males","Activity rate (55 to 64 years)","60.8"
"2007","Greece","Males","Youth unemployment ratio 15-24","5.5"
"2007","Greece","Females","Total population","5 469.1"
"2007","Greece","Females","Population (15 to 64 years)","3 605.4"
"2007","Greece","Females","Active population","2 005.3"
"2007","Greece","Females","Growth of active population","0.3"
"2007","Greece","Females","Activity rate (15 to 64 years)","54.9"
"2007","Greece","Females","Activity rate (15 to 24 years)","27.6"
"2007","Greece","Females","Activity rate (20 to 64 years)","59.0"
"2007","Greece","Females","Activity rate (25 to 54 years)","69.1"
"2007","Greece","Females","Activity rate (55 to 64 years)","28.2"
"2007","Greece","Females","Youth unemployment ratio 15-24","8.8"
"2007","Spain","Total","Total population","44 630.1"
"2007","Spain","Total","Population (15 to 64 years)","30 807.6"
"2007","Spain","Total","Active population","22 190.0"
"2007","Spain","Total","Growth of active population","2.8"
"2007","Spain","Total","Activity rate (15 to 64 years)","71.6"
"2007","Spain","Total","Activity rate (15 to 24 years)","47.8"
"2007","Spain","Total","Activity rate (20 to 64 years)","75.4"
"2007","Spain","Total","Activity rate (25 to 54 years)","82.8"
"2007","Spain","Total","Activity rate (55 to 64 years)","47.4"
"2007","Spain","Total","Youth unemployment ratio 15-24","8.7"
"2007","Spain","Males","Total population","22 061.5"
"2007","Spain","Males","Population (15 to 64 years)","15 595.5"
"2007","Spain","Males","Active population","12 802.5"
"2007","Spain","Males","Growth of active population","2.2"
"2007","Spain","Males","Activity rate (15 to 64 years)","81.4"
"2007","Spain","Males","Activity rate (15 to 24 years)","52.1"
"2007","Spain","Males","Activity rate (20 to 64 years)","85.8"
"2007","Spain","Males","Activity rate (25 to 54 years)","92.6"
"2007","Spain","Males","Activity rate (55 to 64 years)","63.1"
"2007","Spain","Males","Youth unemployment ratio 15-24","7.9"
"2007","Spain","Females","Total population","22 568.5"
"2007","Spain","Females","Population (15 to 64 years)","15 212.0"
"2007","Spain","Females","Active population","9 387.3"
"2007","Spain","Females","Growth of active population","3.8"
"2007","Spain","Females","Activity rate (15 to 64 years)","61.4"
"2007","Spain","Females","Activity rate (15 to 24 years)","43.3"
"2007","Spain","Females","Activity rate (20 to 64 years)","64.7"
"2007","Spain","Females","Activity rate (25 to 54 years)","72.7"
"2007","Spain","Females","Activity rate (55 to 64 years)","32.5"
"2007","Spain","Females","Youth unemployment ratio 15-24","9.5"
"2007","France","Total","Total population","60 502.7"
"2007","France","Total","Population (15 to 64 years)","39 567.9"
"2007","France","Total","Active population","27 827.5"
"2007","France","Total","Growth of active population","0.7"
"2007","France","Total","Activity rate (15 to 64 years)","69.9"
"2007","France","Total","Activity rate (15 to 24 years)","38.4"
"2007","France","Total","Activity rate (20 to 64 years)","75.6"
"2007","France","Total","Activity rate (25 to 54 years)","88.1"
"2007","France","Total","Activity rate (55 to 64 years)","40.2"
"2007","France","Total","Youth unemployment ratio 15-24","7.3"
"2007","France","Males","Total population","29 260.4"
"2007","France","Males","Population (15 to 64 years)","19 460.6"
"2007","France","Males","Active population","14 659.2"
"2007","France","Males","Growth of active population","0.3"
"2007","France","Males","Activity rate (15 to 64 years)","74.7"
"2007","France","Males","Activity rate (15 to 24 years)","41.8"
"2007","France","Males","Activity rate (20 to 64 years)","80.7"
"2007","France","Males","Activity rate (25 to 54 years)","94.2"
"2007","France","Males","Activity rate (55 to 64 years)","42.7"
"2007","France","Males","Youth unemployment ratio 15-24","7.7"
"2007","France","Females","Total population","31 242.3"
"2007","France","Females","Population (15 to 64 years)","20 107.2"
"2007","France","Females","Active population","13 168.3"
"2007","France","Females","Growth of active population","1.2"
"2007","France","Females","Activity rate (15 to 64 years)","65.2"
"2007","France","Females","Activity rate (15 to 24 years)","35.0"
"2007","France","Females","Activity rate (20 to 64 years)","70.6"
"2007","France","Females","Activity rate (25 to 54 years)","82.3"
"2007","France","Females","Activity rate (55 to 64 years)","37.8"
"2007","France","Females","Youth unemployment ratio 15-24","7.0"
"2007","Croatia","Total","Total population","4 219.4"
"2007","Croatia","Total","Population (15 to 64 years)","2 743.0"
"2007","Croatia","Total","Active population","1 785.1"
"2007","Croatia","Total","Growth of active population","0.8"
"2007","Croatia","Total","Activity rate (15 to 64 years)","63.4"
"2007","Croatia","Total","Activity rate (15 to 24 years)","34.9"
"2007","Croatia","Total","Activity rate (20 to 64 years)","68.6"
"2007","Croatia","Total","Activity rate (25 to 54 years)","80.9"
"2007","Croatia","Total","Activity rate (55 to 64 years)","38.3"
"2007","Croatia","Total","Youth unemployment ratio 15-24","8.4"
"2007","Croatia","Males","Total population","1 994.7"
"2007","Croatia","Males","Population (15 to 64 years)","1 358.5"
"2007","Croatia","Males","Active population","978.8"
"2007","Croatia","Males","Growth of active population","2.5"
"2007","Croatia","Males","Activity rate (15 to 64 years)","70.4"
"2007","Croatia","Males","Activity rate (15 to 24 years)","39.9"
"2007","Croatia","Males","Activity rate (20 to 64 years)","76.3"
"2007","Croatia","Males","Activity rate (25 to 54 years)","86.4"
"2007","Croatia","Males","Activity rate (55 to 64 years)","52.2"
"2007","Croatia","Males","Youth unemployment ratio 15-24","8.3"
"2007","Croatia","Females","Total population","2 224.7"
"2007","Croatia","Females","Population (15 to 64 years)","1 384.5"
"2007","Croatia","Females","Active population","806.3"
"2007","Croatia","Females","Growth of active population","-1.3"
"2007","Croatia","Females","Activity rate (15 to 64 years)","56.4"
"2007","Croatia","Females","Activity rate (15 to 24 years)","29.5"
"2007","Croatia","Females","Activity rate (20 to 64 years)","61.0"
"2007","Croatia","Females","Activity rate (25 to 54 years)","75.4"
"2007","Croatia","Females","Activity rate (55 to 64 years)","25.5"
"2007","Croatia","Females","Youth unemployment ratio 15-24","8.4"
"2007","Italy","Total","Total population","58 880.0"
"2007","Italy","Total","Population (15 to 64 years)","38 945.6"
"2007","Italy","Total","Active population","24 727.6"
"2007","Italy","Total","Growth of active population","0.3"
"2007","Italy","Total","Activity rate (15 to 64 years)","62.5"
"2007","Italy","Total","Activity rate (15 to 24 years)","30.9"
"2007","Italy","Total","Activity rate (20 to 64 years)","66.7"
"2007","Italy","Total","Activity rate (25 to 54 years)","77.6"
"2007","Italy","Total","Activity rate (55 to 64 years)","34.6"
"2007","Italy","Total","Youth unemployment ratio 15-24","6.3"
"2007","Italy","Males","Total population","28 628.8"
"2007","Italy","Males","Population (15 to 64 years)","19 466.8"
"2007","Italy","Males","Active population","14 779.1"
"2007","Italy","Males","Growth of active population","0.3"
"2007","Italy","Males","Activity rate (15 to 64 years)","74.4"
"2007","Italy","Males","Activity rate (15 to 24 years)","36.1"
"2007","Italy","Males","Activity rate (20 to 64 years)","79.5"
"2007","Italy","Males","Activity rate (25 to 54 years)","91.0"
"2007","Italy","Males","Activity rate (55 to 64 years)","46.3"
"2007","Italy","Males","Youth unemployment ratio 15-24","6.6"
"2007","Italy","Females","Total population","30 251.2"
"2007","Italy","Females","Population (15 to 64 years)","19 478.8"
"2007","Italy","Females","Active population","9 948.5"
"2007","Italy","Females","Growth of active population","0.3"
"2007","Italy","Females","Activity rate (15 to 64 years)","50.7"
"2007","Italy","Females","Activity rate (15 to 24 years)","25.5"
"2007","Italy","Females","Activity rate (20 to 64 years)","54.0"
"2007","Italy","Females","Activity rate (25 to 54 years)","64.1"
