,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
26886,12000,11975.0,10.99,36,credit_card,9.46%,NC,MORTGAGE,12083.33,722.0,7.0,43299.0,2.0,3 years
71550,35000,35000.0,19.05,36,debt_consolidation,21.12%,CT,MORTGAGE,13750.0,737.0,38.0,99549.0,2.0,10+ years
8051,25000,17250.0,14.59,36,debt_consolidation,24.64%,FL,RENT,8750.0,707.0,11.0,20798.0,1.0,< 1 year
56595,9000,9000.0,6.03,36,debt_consolidation,12.23%,VA,MORTGAGE,5000.0,752.0,13.0,5224.0,0.0,7 years
48498,18225,18225.0,12.12,36,debt_consolidation,20.87%,MN,MORTGAGE,4850.0,702.0,7.0,37592.0,0.0,3 years
10737,4750,4750.0,14.72,36,small_business,3%,CO,OWN,866.67,662.0,6.0,740.0,0.0,n/a
48798,14400,14400.0,6.62,36,home_improvement,6.71%,FL,MORTGAGE,12500.0,772.0,6.0,1280.0,0.0,10+ years
94440,30000,30000.0,23.76,60,debt_consolidation,14.25%,WI,RENT,6928.13,662.0,6.0,28665.0,1.0,10+ years
46421,13475,13475.0,12.12,36,credit_card,19.46%,MA,MORTGAGE,2250.0,717.0,3.0,11674.0,0.0,< 1 year
90531,10000,10000.0,19.05,36,other,17.95%,SC,MORTGAGE,3750.0,677.0,10.0,7034.0,1.0,6 years
51302,12000,12000.0,6.62,36,credit_card,9.46%,CA,MORTGAGE,5833.33,742.0,9.0,12028.0,0.0,8 years
28257,6000,6000.0,16.89,60,debt_consolidation,18.39%,CA,RENT,3083.0,697.0,3.0,1181.0,0.0,3 years
104101,9500,6500.0,6.54,36,credit_card,14.43%,NH,MORTGAGE,7500.0,727.0,13.0,100233.0,0.0,10+ years
12958,12000,11875.0,10.38,60,credit_card,16.98%,FL,MORTGAGE,3791.67,782.0,10.0,59495.0,1.0,10+ years
49872,5000,5000.0,8.9,36,credit_card,15.93%,PA,MORTGAGE,6666.67,707.0,10.0,12307.0,0.0,7 years
26290,3600,3600.0,8.9,36,debt_consolidation,3.27%,NV,RENT,1558.33,747.0,4.0,1594.0,0.0,3 years
43703,27000,26993.89,14.27,60,home_improvement,18.28%,FL,OWN,4833.33,737.0,18.0,12588.0,1.0,7 years
32985,10000,10000.0,14.27,36,debt_consolidation,10.97%,IL,RENT,7500.0,667.0,6.0,7778.0,0.0,7 years
80200,5450,5450.0,13.11,36,medical,25.91%,AL,RENT,3500.0,672.0,9.0,7619.0,0.0,1 year
22130,16000,13613.86,15.28,60,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,702.0,10.0,11011.0,0.0,10+ years
74163,9750,9750.0,17.27,36,debt_consolidation,21.93%,FL,RENT,2817.5,672.0,12.0,6324.0,1.0,1 year
35740,30000,30000.0,7.51,36,major_purchase,1.08%,NY,OWN,10416.67,787.0,6.0,740.0,0.0,5 years
74713,14000,13975.0,12.12,36,other,3.25%,NY,MORTGAGE,6250.0,707.0,14.0,7085.0,1.0,10+ years
52405,8500,8500.0,6.62,36,debt_consolidation,4.90%,CA,MORTGAGE,4166.67,742.0,8.0,7114.0,0.0,10+ years
54513,14400,14400.0,7.9,36,wedding,17.89%,FL,RENT,13100.0,747.0,11.0,14550.0,0.0,4 years
10293,8000,8000.0,7.14,36,debt_consolidation,1.73%,CA,RENT,3750.0,767.0,6.0,3381.0,0.0,< 1 year
66880,12000,12000.0,13.11,36,debt_consolidation,6.46%,NY,RENT,13166.67,682.0,8.0,8426.0,0.0,5 years
96709,10400,10350.0,13.11,36,debt_consolidation,7.59%,NY,OWN,6166.67,697.0,10.0,14193.0,0.0,7 years
84273,21000,21000.0,18.75,60,home_improvement,11.31%,NY,MORTGAGE,10250.0,697.0,12.0,38820.0,0.0,10+ years
6120,6000,5925.0,11.83,36,debt_consolidation,3.44%,CA,RENT,6333.33,707.0,13.0,7269.0,0.0,4 years
48166,10800,10800.0,13.67,60,car,0.94%,IL,RENT,7500.0,732.0,4.0,1577.0,0.0,< 1 year
67265,2100,2100.0,14.33,36,major_purchase,3.50%,LA,OWN,1000.0,692.0,13.0,893.0,1.0,< 1 year
41102,4000,4000.0,6.03,36,other,15.13%,FL,MORTGAGE,6583.33,772.0,6.0,63294.0,0.0,10+ years
47422,3500,3500.0,7.62,36,debt_consolidation,20.93%,CA,RENT,4333.33,727.0,9.0,11538.0,0.0,6 years
6039,24250,23811.24,12.53,36,home_improvement,12.70%,NY,OWN,18750.0,727.0,10.0,121563.0,1.0,10+ years
62856,19000,19000.0,14.33,60,credit_card,16.06%,IL,MORTGAGE,5000.0,717.0,8.0,20918.0,0.0,10+ years
7020,10500,10477.85,15.33,36,credit_card,14.30%,NY,RENT,3083.33,672.0,8.0,14726.0,0.0,10+ years
92641,2500,2500.0,18.49,36,debt_consolidation,22.49%,PA,MORTGAGE,3916.67,672.0,7.0,14892.0,2.0,6 years
7953,16000,16000.0,14.59,36,debt_consolidation,9.47%,CA,RENT,5416.67,692.0,9.0,15518.0,0.0,10+ years
101568,3000,1300.0,13.75,36,debt_consolidation,19.30%,FL,RENT,1000.0,667.0,12.0,2545.0,4.0,< 1 year
27693,10000,10000.0,5.42,36,credit_card,10.41%,GA,MORTGAGE,7500.0,782.0,11.0,11532.0,0.0,9 years
70029,7100,7100.0,14.09,36,credit_card,19.22%,OH,RENT,4166.67,687.0,13.0,6788.0,2.0,2 years
3492,12500,12425.0,9.32,36,home_improvement,11.71%,TX,MORTGAGE,4166.67,782.0,7.0,1052.0,0.0,2 years
45115,1700,1700.0,13.99,36,car,20.67%,NY,OWN,1200.0,677.0,10.0,7382.0,0.0,4 years
96928,4000,4000.0,11.14,36,debt_consolidation,12.20%,WA,MORTGAGE,6666.67,672.0,7.0,7153.0,0.0,5 years
51257,18225,18225.0,17.99,36,debt_consolidation,23.35%,VA,RENT,3083.33,677.0,6.0,17128.0,1.0,3 years
92820,30000,30000.0,16.29,60,major_purchase,20.28%,NY,RENT,13666.67,737.0,14.0,39059.0,1.0,1 year
17826,10000,10000.0,6.54,36,home_improvement,17.05%,FL,RENT,6916.67,732.0,6.0,10302.0,0.0,3 years
66186,6000,6000.0,7.9,36,credit_card,2.51%,GA,RENT,7500.0,722.0,5.0,6394.0,0.0,2 years
73450,6000,6000.0,12.12,36,major_purchase,7.40%,PA,MORTGAGE,5000.0,677.0,6.0,14045.0,0.0,2 years
96780,6000,6000.0,15.8,36,debt_consolidation,19.56%,WA,OWN,1666.67,677.0,7.0,5291.0,0.0,< 1 year
62089,7000,7000.0,17.77,36,debt_consolidation,18.15%,WV,RENT,4750.0,667.0,11.0,12307.0,1.0,< 1 year
60963,10000,10000.0,15.31,36,credit_card,9.55%,TX,OWN,4166.67,672.0,11.0,11551.0,0.0,4 years
8291,3250,3250.0,12.73,36,debt_consolidation,21.44%,FL,MORTGAGE,5000.0,677.0,12.0,20564.0,0.0,3 years
100221,30000,29950.0,19.72,60,debt_consolidation,21.92%,CT,RENT,10416.67,687.0,11.0,61661.0,1.0,7 years
22790,21000,21000.0,11.11,36,small_business,16.53%,NY,MORTGAGE,18750.0,702.0,13.0,120538.0,0.0,10+ years
93403,11000,11000.0,7.62,36,debt_consolidation,12.35%,NY,OWN,7666.67,737.0,6.0,12461.0,1.0,7 years
7687,5500,5400.0,7.14,36,credit_card,19.86%,MO,MORTGAGE,3916.67,752.0,15.0,10254.0,1.0,< 1 year
59279,15000,15000.0,7.9,36,debt_consolidation,5.59%,MO,RENT,2916.67,772.0,13.0,14290.0,1.0,9 years
32146,20000,17890.7,19.91,60,debt_consolidation,17.49%,CA,MORTGAGE,7916.67,672.0,17.0,39621.0,1.0,6 years
311,7200,6250.0,8.07,36,debt_consolidation,17%,MA,MORTGAGE,5100.0,762.0,4.0,9366.0,4.0,10+ years
38432,4000,4000.0,18.64,60,debt_consolidation,19.15%,MN,RENT,4000.0,677.0,9.0,16543.0,2.0,6 years
59266,20000,20000.0,8.9,36,debt_consolidation,11.01%,MD,MORTGAGE,7083.33,732.0,13.0,28324.0,2.0,10+ years
75012,15000,15000.0,12.12,36,credit_card,19.16%,NJ,RENT,5000.0,707.0,18.0,13830.0,0.0,10+ years
4502,8000,7825.0,11.83,36,credit_card,8.12%,FL,RENT,5417.0,732.0,5.0,43799.0,2.0,1 year
21574,15000,14900.0,19.74,60,credit_card,16.80%,TX,MORTGAGE,5833.33,662.0,14.0,8587.0,2.0,3 years
93066,8000,8000.0,11.14,36,debt_consolidation,11.59%,CA,RENT,7000.0,687.0,7.0,4729.0,1.0,3 years
100114,20675,20675.0,14.33,36,credit_card,23.12%,NM,MORTGAGE,4333.33,712.0,12.0,8393.0,1.0,10+ years
92036,30000,30000.0,15.31,60,credit_card,16.99%,MN,MORTGAGE,8500.0,697.0,10.0,33770.0,0.0,6 years
21190,12000,11875.0,7.66,36,debt_consolidation,13.31%,NY,MORTGAGE,5416.67,742.0,8.0,9993.0,2.0,3 years
30864,5000,5000.0,9.99,36,wedding,21.33%,VA,RENT,5316.67,697.0,7.0,23818.0,0.0,7 years
68722,4750,4750.0,8.9,36,home_improvement,0.56%,PA,OWN,2833.33,762.0,2.0,767.0,0.0,9 years
57199,6500,6500.0,12.12,36,credit_card,24.97%,TX,OWN,3500.0,682.0,7.0,6948.0,0.0,1 year
30560,21600,20550.0,10.59,36,major_purchase,9.40%,CA,MORTGAGE,9000.0,722.0,16.0,43362.0,0.0,10+ years
3656,1900,1900.0,12.84,36,home_improvement,23.29%,UT,MORTGAGE,2860.0,672.0,9.0,24209.0,2.0,< 1 year
45245,6000,6000.0,7.9,36,house,6.68%,NY,RENT,10416.67,712.0,9.0,20592.0,0.0,10+ years
45994,8500,8500.0,7.62,36,credit_card,13.67%,FL,RENT,4333.33,722.0,11.0,15284.0,0.0,4 years
60625,9250,9250.0,12.12,36,debt_consolidation,29.46%,TX,MORTGAGE,3333.33,687.0,10.0,5440.0,0.0,10+ years
33630,1875,1875.0,13.49,36,credit_card,18.83%,NY,RENT,1200.0,677.0,8.0,5342.0,2.0,1 year
102314,2500,2450.0,12.61,36,educational,3.78%,MD,MORTGAGE,1930.75,677.0,4.0,1548.0,3.0,2 years
2386,10000,10000.0,13.47,36,car,5.59%,TX,RENT,4583.0,692.0,6.0,2432.0,1.0,4 years
30138,25000,25000.0,15.23,60,debt_consolidation,17.97%,KS,MORTGAGE,8917.0,732.0,10.0,22566.0,1.0,10+ years
28764,5000,5000.0,13.99,60,debt_consolidation,11.29%,NC,MORTGAGE,3083.0,712.0,5.0,1073.0,2.0,2 years
12007,6000,5996.63,13.61,60,major_purchase,20.85%,CA,MORTGAGE,2700.0,697.0,10.0,10932.0,2.0,2 years
9061,10000,10000.0,14.22,36,debt_consolidation,12.24%,NJ,RENT,2541.67,682.0,4.0,13667.0,0.0,8 years
79907,5375,5325.0,6.62,36,debt_consolidation,20.93%,NV,RENT,3000.0,732.0,7.0,5640.0,0.0,3 years
17217,19000,18898.03,16.32,60,debt_consolidation,22.41%,NY,RENT,4333.33,702.0,5.0,23016.0,1.0,2 years
3893,5500,5500.0,11.89,36,credit_card,17.94%,MA,RENT,3583.33,697.0,8.0,5668.0,3.0,1 year
52929,10000,10000.0,10.74,36,debt_consolidation,18.15%,CA,RENT,5833.33,702.0,10.0,16894.0,0.0,4 years
10205,8800,8800.0,13.11,60,major_purchase,2.88%,AZ,MORTGAGE,2500.0,742.0,3.0,607.0,0.0,2 years
13809,9500,9475.0,15.95,60,credit_card,24.88%,CA,RENT,6000.0,707.0,6.0,14621.0,2.0,10+ years
16035,12000,9294.21,5.79,36,debt_consolidation,9.49%,VA,MORTGAGE,6700.0,767.0,20.0,11686.0,0.0,5 years
43936,16500,16500.0,11.71,36,credit_card,11.05%,CT,MORTGAGE,7250.0,727.0,8.0,17247.0,2.0,10+ years
36217,25000,24875.0,11.71,60,debt_consolidation,13.42%,IL,MORTGAGE,6250.0,757.0,5.0,18591.0,0.0,10+ years
91571,24000,24000.0,12.12,36,debt_consolidation,16.24%,NJ,RENT,4500.0,702.0,8.0,29098.0,1.0,10+ years
16414,7000,6875.0,10.36,36,major_purchase,13.94%,CA,RENT,5000.0,692.0,5.0,1364.0,2.0,10+ years
37386,1200,1200.0,18.25,36,other,24.12%,OH,RENT,1700.0,662.0,2.0,0.0,3.0,4 years
96208,24175,24175.0,13.11,36,home_improvement,7.66%,GA,RENT,6250.0,712.0,8.0,4681.0,1.0,10+ years
52255,2800,2800.0,7.9,36,credit_card,17.16%,MA,RENT,3583.33,722.0,12.0,5182.0,0.0,2 years
33923,4000,4000.0,11.71,60,car,13.17%,PA,RENT,3500.0,707.0,6.0,5915.0,0.0,3 years
93139,10000,10000.0,12.12,36,debt_consolidation,10.88%,CT,MORTGAGE,7500.0,667.0,6.0,24924.0,0.0,10+ years
60943,7125,7125.0,10.16,36,debt_consolidation,4.95%,MA,RENT,2946.67,712.0,6.0,5015.0,1.0,6 years
797,10000,9325.0,8.32,36,other,6.25%,FL,MORTGAGE,6666.67,752.0,10.0,3248.0,0.0,< 1 year
98156,10000,10000.0,13.11,36,credit_card,5.30%,CA,RENT,6250.0,697.0,5.0,9620.0,1.0,2 years
61906,4400,4398.89,15.31,36,debt_consolidation,21.51%,NC,RENT,4625.0,672.0,8.0,5707.0,1.0,6 years
85861,10000,10000.0,12.12,36,debt_consolidation,11.52%,CA,RENT,4166.67,712.0,7.0,9817.0,1.0,4 years
98601,9450,9450.0,12.12,36,credit_card,33.62%,FL,RENT,2750.0,702.0,17.0,14246.0,0.0,6 years
58433,3500,3500.0,7.62,36,other,1.83%,IL,MORTGAGE,7500.0,767.0,4.0,6944.0,0.0,9 years
40639,24000,24000.0,12.69,60,home_improvement,21.59%,FL,MORTGAGE,10000.0,727.0,17.0,42996.0,0.0,5 years
31995,11750,11750.0,10.99,36,debt_consolidation,10.30%,NC,RENT,4583.33,702.0,6.0,5613.0,0.0,3 years
60151,30000,24800.0,10.16,36,home_improvement,2.21%,NY,MORTGAGE,9583.33,767.0,7.0,4454.0,3.0,10+ years
60695,12000,12000.0,18.75,36,debt_consolidation,27.32%,GA,MORTGAGE,13333.33,667.0,18.0,62069.0,0.0,5 years
88646,13000,13000.0,14.09,36,debt_consolidation,17.99%,PA,MORTGAGE,7916.67,697.0,14.0,10723.0,3.0,8 years
103384,5000,5000.0,13.48,36,educational,11.21%,FL,RENT,3800.0,712.0,4.0,1575.0,4.0,3 years
87526,15000,15000.0,14.33,36,debt_consolidation,16.15%,CA,RENT,9166.67,702.0,15.0,24563.0,1.0,< 1 year
20799,16000,15975.0,13.43,60,major_purchase,6.80%,CA,MORTGAGE,5000.0,747.0,10.0,1132.0,2.0,< 1 year
24675,12000,11975.0,15.23,60,home_improvement,13.91%,NV,MORTGAGE,7083.33,707.0,7.0,3923.0,2.0,7 years
85918,10050,10050.0,14.33,36,debt_consolidation,7.97%,NV,OTHER,7266.67,677.0,8.0,24281.0,0.0,2 years
25786,35000,25850.0,15.23,60,major_purchase,22.74%,IL,MORTGAGE,10000.0,762.0,13.0,13651.0,1.0,10+ years
76078,30000,30000.0,22.95,60,debt_consolidation,30.56%,HI,RENT,7500.0,687.0,12.0,29756.0,0.0,10+ years
6363,24250,24175.0,12.18,36,debt_consolidation,21.90%,NY,OWN,5000.0,742.0,15.0,100842.0,1.0,< 1 year
40971,16000,16000.0,6.03,36,credit_card,6.07%,NJ,RENT,12916.67,792.0,8.0,26635.0,1.0,10+ years
3755,9000,8996.01,15.05,36,debt_consolidation,23.75%,CA,RENT,5166.67,677.0,7.0,15149.0,1.0,1 year
12350,17000,16750.0,11.12,60,car,17.91%,MD,MORTGAGE,8500.0,752.0,9.0,10324.0,3.0,5 years
17,5400,200.0,7.75,36,educational,3%,GA,RENT,666.67,762.0,4.0,1321.0,0.0,< 1 year
79041,12000,12000.0,12.12,36,debt_consolidation,26.96%,CA,RENT,3833.33,692.0,15.0,6038.0,0.0,4 years
57986,2000,2000.0,17.27,36,debt_consolidation,8.64%,CA,RENT,1666.67,672.0,5.0,4595.0,2.0,n/a
40027,24000,24000.0,12.69,36,other,19.53%,MN,RENT,4583.33,712.0,5.0,21377.0,0.0,5 years
80804,16800,16800.0,22.47,60,debt_consolidation,13.55%,OH,MORTGAGE,4000.0,662.0,12.0,12179.0,1.0,10+ years
62160,3000,3000.0,17.27,36,credit_card,22.87%,NY,RENT,2750.0,662.0,9.0,7648.0,3.0,4 years
39128,3500,3500.0,12.69,36,major_purchase,5.36%,NC,MORTGAGE,7083.0,667.0,6.0,11616.0,0.0,10+ years
22200,4000,3910.45,7.66,36,home_improvement,20.92%,NY,MORTGAGE,3600.0,727.0,4.0,594.0,0.0,10+ years
68824,16000,15975.0,16.29,36,debt_consolidation,32.91%,OH,OWN,3333.33,697.0,10.0,24134.0,1.0,2 years
21164,8800,8800.0,18.25,60,debt_consolidation,13.89%,KY,RENT,2916.67,687.0,5.0,7794.0,2.0,2 years
67672,19725,19725.0,7.9,36,debt_consolidation,6.46%,CA,MORTGAGE,6916.67,757.0,9.0,16173.0,3.0,7 years
42953,19750,19725.0,15.96,36,debt_consolidation,24.14%,VA,MORTGAGE,5166.67,682.0,12.0,33368.0,2.0,10+ years
18017,19750,19725.0,20.77,60,debt_consolidation,14.85%,KS,RENT,4000.0,672.0,4.0,1948.0,1.0,3 years
17955,10000,10000.0,16.32,36,home_improvement,1.69%,MA,MORTGAGE,10000.0,697.0,3.0,5624.0,0.0,10+ years
1034,5000,0.0,8.63,36,debt_consolidation,1.92%,NJ,RENT,2600.0,732.0,13.0,814.0,0.0,8 years
62763,9600,9600.0,6.62,36,debt_consolidation,3.82%,SC,RENT,4333.33,762.0,7.0,1039.0,1.0,3 years
65518,30000,29975.0,21.49,60,debt_consolidation,15.32%,NJ,MORTGAGE,12500.0,707.0,12.0,24124.0,2.0,10+ years
39131,7000,7000.0,12.42,36,credit_card,15.11%,CA,RENT,7083.33,687.0,15.0,16049.0,2.0,10+ years
54010,8400,8400.0,10.74,36,debt_consolidation,7.82%,LA,RENT,2083.33,722.0,7.0,4282.0,1.0,9 years
66459,5600,5600.0,14.33,36,debt_consolidation,25.29%,OH,RENT,3333.33,677.0,8.0,17471.0,1.0,4 years
9839,20000,13175.0,7.88,60,car,12.51%,GA,MORTGAGE,19583.0,792.0,9.0,5213.0,0.0,4 years
56271,15000,15000.0,12.12,36,vacation,3.41%,NY,RENT,3166.67,722.0,5.0,3338.0,0.0,3 years
13609,17500,17500.0,13.23,60,debt_consolidation,23.03%,MD,RENT,3500.0,737.0,6.0,17734.0,0.0,< 1 year
51025,32400,32400.0,12.12,60,home_improvement,1.28%,CA,MORTGAGE,8750.0,792.0,4.0,7.0,0.0,5 years
80125,12000,11975.0,12.12,36,debt_consolidation,10.84%,NJ,RENT,7083.33,687.0,11.0,20601.0,0.0,4 years
104069,10000,9875.0,14.09,36,other,16.40%,TX,RENT,2250.0,682.0,3.0,13398.0,4.0,10+ years
9162,12300,12275.0,7.88,36,debt_consolidation,22.14%,OH,MORTGAGE,4738.67,747.0,18.0,10666.0,2.0,5 years
93455,15000,15000.0,11.14,36,credit_card,15.51%,GA,MORTGAGE,8750.0,692.0,9.0,15207.0,0.0,10+ years
102308,5000,4446.5,11.97,36,debt_consolidation,20.76%,IL,RENT,2500.0,687.0,14.0,14536.0,4.0,3 years
86201,20000,20000.0,13.11,36,credit_card,14.87%,NY,RENT,14166.67,697.0,17.0,34115.0,0.0,3 years
72515,21725,21725.0,16.29,36,credit_card,29.11%,FL,MORTGAGE,9166.67,697.0,15.0,68397.0,2.0,10+ years
23214,5000,5000.0,10.0,60,car,9.28%,FL,RENT,4000.0,737.0,6.0,3448.0,0.0,< 1 year
86134,10300,10300.0,8.9,36,debt_consolidation,33.37%,GA,MORTGAGE,2583.33,717.0,19.0,12475.0,0.0,7 years
70024,14400,14400.0,20.49,36,debt_consolidation,18.84%,MO,MORTGAGE,4166.67,662.0,7.0,10042.0,3.0,9 years
31014,15000,15000.0,16.49,36,credit_card,14.92%,MA,RENT,6294.25,682.0,11.0,20270.0,1.0,3 years
89438,35000,35000.0,19.72,60,credit_card,22.38%,IL,MORTGAGE,13333.33,692.0,12.0,46937.0,0.0,3 years
80444,7000,7000.0,15.8,36,debt_consolidation,11.53%,FL,MORTGAGE,3166.67,677.0,11.0,6658.0,2.0,3 years
34262,12500,12500.0,15.96,60,debt_consolidation,13.87%,PA,RENT,5300.0,697.0,7.0,11439.0,3.0,5 years
79308,18000,18000.0,12.12,36,debt_consolidation,10.08%,CA,RENT,6666.67,707.0,13.0,17773.0,0.0,7 years
3162,6000,6000.0,11.89,36,debt_consolidation,9.77%,CA,RENT,4166.67,697.0,13.0,15377.0,1.0,10+ years
42828,16000,16000.0,8.9,36,credit_card,14.85%,CA,RENT,5750.0,727.0,7.0,14431.0,0.0,6 years
72220,35000,34950.0,23.28,60,debt_consolidation,15.95%,OR,MORTGAGE,8333.33,677.0,8.0,11229.0,1.0,10+ years
51394,10000,10000.0,6.62,36,home_improvement,3.16%,NY,RENT,13166.67,737.0,13.0,5643.0,0.0,2 years
69651,21000,21000.0,24.7,60,credit_card,25.87%,AK,RENT,9166.67,677.0,25.0,17811.0,1.0,5 years
54274,8000,8000.0,12.12,36,home_improvement,7.90%,NJ,MORTGAGE,4166.67,707.0,6.0,7419.0,1.0,n/a
37228,33600,32058.53,20.3,60,debt_consolidation,13.56%,GA,MORTGAGE,20000.0,697.0,12.0,17285.0,0.0,2 years
2178,11050,10878.55,14.74,36,debt_consolidation,15.47%,CA,RENT,5250.0,677.0,12.0,27780.0,1.0,< 1 year
76450,16000,16000.0,15.31,36,debt_consolidation,19%,CA,MORTGAGE,7666.67,697.0,16.0,43692.0,1.0,10+ years
37585,15000,15000.0,14.65,60,credit_card,17.21%,NJ,RENT,4583.33,732.0,4.0,13115.0,1.0,8 years
73523,12000,12000.0,14.33,36,debt_consolidation,13.53%,CA,MORTGAGE,8000.0,687.0,13.0,12968.0,1.0,3 years
103275,4000,3975.0,14.96,36,house,4.76%,PA,RENT,1700.0,672.0,4.0,2381.0,5.0,< 1 year
45094,12000,12000.0,17.99,36,other,19.89%,CA,RENT,5129.0,662.0,8.0,8923.0,0.0,5 years
18688,12000,12000.0,10.36,36,debt_consolidation,11.92%,PA,MORTGAGE,10333.33,692.0,16.0,8987.0,0.0,5 years
27095,7500,7500.0,5.42,36,home_improvement,22.26%,OH,MORTGAGE,2583.33,787.0,11.0,2160.0,0.0,10+ years
14887,24000,23568.65,7.88,36,credit_card,14.41%,AZ,MORTGAGE,11666.67,787.0,10.0,33122.0,0.0,4 years
74945,16000,16000.0,15.31,36,debt_consolidation,19.92%,MA,RENT,6000.0,692.0,11.0,10915.0,1.0,7 years
48854,12200,12200.0,21.48,60,credit_card,9.12%,AK,RENT,6666.67,697.0,9.0,17282.0,0.0,10+ years
82729,12000,12000.0,10.16,36,debt_consolidation,11.93%,CA,RENT,8054.5,712.0,13.0,14986.0,0.0,10+ years
89068,12000,12000.0,15.31,36,debt_consolidation,25.86%,MA,OWN,3333.33,667.0,9.0,10310.0,0.0,n/a
31343,9800,9775.0,5.99,36,debt_consolidation,14.44%,AL,MORTGAGE,6666.67,767.0,5.0,11466.0,0.0,3 years
11258,7000,7000.0,14.72,36,debt_consolidation,11.39%,WI,MORTGAGE,6833.0,672.0,11.0,5537.0,1.0,7 years
32181,10000,10000.0,11.71,36,moving,2.18%,CA,RENT,5500.0,722.0,3.0,5623.0,0.0,4 years
62270,10000,10000.0,13.11,36,credit_card,19.38%,UT,MORTGAGE,4958.33,712.0,9.0,24598.0,1.0,2 years
29653,17000,16975.0,11.99,60,debt_consolidation,12.69%,NC,MORTGAGE,4666.67,747.0,17.0,11677.0,2.0,10+ years
57430,18000,17975.0,19.22,60,debt_consolidation,16.04%,AZ,MORTGAGE,4666.67,677.0,14.0,14878.0,3.0,10+ years
840,15600,6575.0,11.97,36,debt_consolidation,6.65%,CA,MORTGAGE,15000.0,682.0,14.0,20237.0,3.0,2 years
1439,16750,9445.58,12.41,36,credit_card,24.75%,FL,RENT,3750.0,722.0,6.0,28116.0,1.0,10+ years
74632,7200,7200.0,12.12,36,debt_consolidation,18.61%,CA,OWN,3208.33,682.0,8.0,9849.0,0.0,1 year
30753,1500,1500.0,12.99,36,other,20.60%,MO,MORTGAGE,5000.0,692.0,15.0,38176.0,1.0,4 years
79198,13600,13600.0,12.12,36,credit_card,20.94%,WA,MORTGAGE,5416.67,687.0,15.0,17117.0,0.0,10+ years
48489,30000,30000.0,24.33,60,debt_consolidation,11.24%,CA,RENT,11250.0,672.0,12.0,41592.0,0.0,6 years
98141,10000,10000.0,17.77,36,debt_consolidation,26.32%,CO,RENT,2500.0,682.0,6.0,17543.0,1.0,7 years
103353,10000,9850.0,10.25,36,debt_consolidation,13.98%,NJ,MORTGAGE,5916.67,732.0,8.0,6639.0,4.0,1 year
37906,10000,10000.0,11.71,36,debt_consolidation,5.98%,KS,MORTGAGE,3746.58,697.0,5.0,9005.0,0.0,2 years
3178,7000,6975.0,13.16,36,car,22.32%,CA,MORTGAGE,3041.67,702.0,13.0,15394.0,1.0,< 1 year
33208,4700,4700.0,7.9,36,renewable_energy,10.65%,OR,RENT,3416.67,762.0,3.0,2297.0,0.0,10+ years
32809,21200,21200.0,9.91,36,debt_consolidation,25.23%,TX,MORTGAGE,7916.67,722.0,18.0,7252.0,0.0,1 year
80071,15000,14875.0,19.05,36,debt_consolidation,14.49%,CA,RENT,5000.0,667.0,12.0,10679.0,1.0,< 1 year
22637,2800,2800.0,14.17,36,debt_consolidation,0%,MD,MORTGAGE,3458.0,682.0,3.0,0.0,2.0,10+ years
103450,15000,14875.0,13.11,36,wedding,13.75%,MI,MORTGAGE,4166.67,702.0,11.0,8014.0,4.0,2 years
91807,24925,24925.0,11.14,60,debt_consolidation,24.80%,IN,MORTGAGE,6250.0,737.0,20.0,19245.0,0.0,4 years
34367,15000,15000.0,11.71,36,debt_consolidation,20.70%,NY,OWN,5416.67,707.0,20.0,25464.0,0.0,4 years
33046,9100,9100.0,6.03,36,house,14.66%,PA,MORTGAGE,3500.0,782.0,18.0,4315.0,1.0,10+ years
79981,12000,11950.0,12.12,36,credit_card,22.98%,NY,RENT,5416.67,692.0,7.0,13234.0,0.0,4 years
63703,16250,16250.0,23.28,60,other,11.67%,CA,OWN,4300.0,662.0,10.0,16444.0,0.0,n/a
86783,25000,25000.0,18.49,60,debt_consolidation,10.08%,CA,RENT,7666.67,717.0,12.0,14631.0,2.0,3 years
90684,30000,30000.0,15.31,36,debt_consolidation,7.25%,CA,MORTGAGE,9000.0,662.0,8.0,19430.0,0.0,9 years
1316,4800,544.89,11.59,36,credit_card,13.19%,MD,MORTGAGE,7083.33,682.0,21.0,44198.0,0.0,10+ years
54430,3000,3000.0,12.12,36,major_purchase,14.93%,FL,RENT,6333.33,682.0,13.0,8682.0,0.0,4 years
4691,17000,16650.0,12.18,36,debt_consolidation,15.80%,GA,MORTGAGE,5292.0,717.0,9.0,21441.0,1.0,10+ years
8716,12000,12000.0,17.56,36,debt_consolidation,21.81%,TX,MORTGAGE,5833.33,682.0,10.0,11074.0,3.0,2 years
88420,27575,27575.0,19.05,60,home_improvement,10.61%,MA,MORTGAGE,13125.0,672.0,16.0,25980.0,1.0,6 years
73164,5000,5000.0,8.9,36,credit_card,21.47%,CA,RENT,3000.0,717.0,4.0,12841.0,0.0,3 years
59593,9000,9000.0,13.11,36,debt_consolidation,12.67%,IL,RENT,3466.67,682.0,13.0,11103.0,0.0,7 years
